Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (DACSpx)	Presented Media position Y (DACSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height	Mouse position X	Mouse position Y
256	4078513759	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902299496																	Invalid	Invalid																									EyesNotFound	183	1														
273	4078513776	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902316162																	Invalid	Invalid																									EyesNotFound	183	1														
289	4078513792	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902332831			2063	984	2124	976	2002	993	0.49543	0.23976	-0.83491	0.37658	0.26047	-0.88901	3.99	3.84	Valid	Valid	236.8	100.2	585.5	302.3	101.3	586.2	584.2	268.3	550.6	273.1															Saccade	83	1														
306	4078513809	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902349497			2021	985	2081	985	1961	984	0.48203	0.24518	-0.84115	0.36209	0.25869	-0.89553	3.99	3.83	Valid	Valid	236.6	100.2	585.5	302.2	101.3	586.2	572.2	270.9	539.2	270.7															Saccade	83	1														
323	4078513826	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902366164			1614	895	1637	889	1590	902	0.33459	0.22543	-0.91500	0.21933	0.23677	-0.94648	3.99	3.83	Valid	Valid	236.0	100.1	585.6	301.5	101.4	585.9	450.2	244.4	437.3	247.9															Saccade	83	1														
339	4078513842	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902382831			1340	775	1366	765	1314	785	0.22927	0.18044	-0.95649	0.10114	0.19103	-0.97636	3.95	3.83	Valid	Valid	235.4	100.0	585.5	300.8	101.3	585.6	375.8	210.4	361.5	215.9															Saccade	83	1														
356	4078513859	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902399497			1144	704	1174	694	1114	715	0.14650	0.15160	-0.97753	0.01004	0.16088	-0.98692	3.95	3.82	Valid	Valid	235.0	99.9	585.4	300.3	101.3	585.2	322.7	190.7	306.3	196.7															Saccade	83	1														
373	4078513876	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902416164			1159	711	1193	702	1125	720	0.15508	0.15506	-0.97566	0.01550	0.16282	-0.98653	3.96	3.82	Valid	Valid	234.9	100.0	585.2	300.3	101.4	585.0	327.9	193.0	309.4	198.0															Fixation	117	1	1150	702												
389	4078513892	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902432831			1148	704	1176	695	1121	714	0.14772	0.15214	-0.97726	0.01350	0.15987	-0.98705	3.97	3.82	Valid	Valid	234.9	100.0	585.3	300.3	101.5	585.0	323.4	191.1	308.3	196.2															Fixation	117	1	1150	702												
406	4078513909	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902449497			1150	704	1178	696	1123	713	0.14897	0.15226	-0.97705	0.01419	0.15947	-0.98710	3.97	3.83	Valid	Valid	234.9	100.1	585.1	300.3	101.5	584.9	324.1	191.3	308.7	196.0															Fixation	117	1	1150	702												
423	4078513926	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902466164			1151	702	1178	695	1124	710	0.14904	0.15215	-0.97706	0.01493	0.15798	-0.98733	3.97	3.83	Valid	Valid	234.9	100.1	584.9	300.3	101.5	584.9	324.1	191.2	309.1	195.1															Fixation	117	1	1150	702												
439	4078513942	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902482830			1151	700	1178	692	1124	708	0.14880	0.15054	-0.97734	0.01499	0.15709	-0.98747	3.98	3.84	Valid	Valid	234.8	100.2	584.8	300.3	101.6	584.9	323.9	190.3	309.2	194.6															Fixation	117	1	1150	702												
454	4078513957	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	117	1	1150	702											-81	1086
456	4078513959	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902499497			1149	700	1175	692	1124	708	0.14760	0.15066	-0.97750	0.01477	0.15727	-0.98745	3.99	3.84	Valid	Valid	234.8	100.2	584.8	300.3	101.6	584.8	323.1	190.3	309.0	194.7															Fixation	117	1	1150	702												
470	4078513973	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	117	1	1150	702											-82	1085
473	4078513976	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902516164			1148	701	1176	694	1120	708	0.14822	0.15166	-0.97726	0.01331	0.15733	-0.98746	3.99	3.84	Valid	Valid	234.8	100.2	584.9	300.2	101.6	584.6	323.5	190.9	308.1	194.8															Fixation	117	1	1150	702												
486	4078513989	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Saccade	33	2													-87	1083
489	4078513992	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902532831			994	499	1009	491	978	507	0.07328	0.05993	-0.99551	-0.05252	0.06497	-0.99650	4.02	3.87	Valid	Valid	234.5	99.9	584.9	299.9	101.3	584.7	277.6	135.1	269.1	139.4															Saccade	33	2														
502	4078514005	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Saccade	33	2													-96	1081
506	4078514009	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902549497			936	303	959	296	912	310	0.05020	-0.03097	-0.99826	-0.08284	-0.02673	-0.99620	4.03	3.88	Valid	Valid	234.4	99.4	584.9	299.5	101.0	584.5	263.8	81.3	250.9	85.3															Saccade	33	2														
518	4078514021	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-103	1078
523	4078514026	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902566164			926	310	956	313	897	307	0.04869	-0.02272	-0.99856	-0.09007	-0.02845	-0.99553	4.03	3.89	Valid	Valid	234.3	99.5	584.7	299.5	101.0	584.3	262.8	86.2	246.6	84.3															Fixation	200	2	920	288												
534	4078514037	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-108	1076
539	4078514042	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902582830			922	287	946	285	897	288	0.04436	-0.03598	-0.99837	-0.08975	-0.03708	-0.99527	4.04	3.90	Valid	Valid	234.2	99.6	584.7	299.5	101.1	584.3	260.2	78.5	246.8	79.3															Fixation	200	2	920	288												
549	4078514052	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-112	1074
556	4078514059	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902599497			922	290	948	293	896	287	0.04506	-0.03244	-0.99846	-0.09036	-0.03772	-0.99519	4.03	3.90	Valid	Valid	234.2	99.7	584.6	299.5	101.2	584.3	260.6	80.7	246.5	79.0															Fixation	200	2	920	288												
566	4078514069	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-128	1066
573	4078514076	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902616164			921	288	948	288	894	287	0.04527	-0.03491	-0.99836	-0.09143	-0.03797	-0.99509	4.04	3.90	Valid	Valid	234.2	99.8	584.5	299.5	101.2	584.2	260.7	79.3	245.9	78.9															Fixation	200	2	920	288												
582	4078514085	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-142	1061
589	4078514092	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902632831			921	288	947	292	894	285	0.04488	-0.03348	-0.99843	-0.09159	-0.03889	-0.99504	4.05	3.91	Valid	Valid	234.2	99.8	584.6	299.6	101.3	584.2	260.5	80.2	245.8	78.4															Fixation	200	2	920	288												
598	4078514101	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-159	1053
606	4078514109	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902649497			917	284	942	289	892	280	0.04239	-0.03479	-0.99850	-0.09234	-0.04142	-0.99487	4.05	3.91	Valid	Valid	234.3	99.8	584.5	299.7	101.3	584.3	259.1	79.4	245.4	76.9															Fixation	200	2	920	288												
614	4078514117	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-175	1043
623	4078514126	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902666164			920	287	946	294	895	280	0.04418	-0.03263	-0.99849	-0.09141	-0.04164	-0.99494	4.06	3.92	Valid	Valid	234.3	99.9	584.4	299.7	101.4	584.1	260.2	80.8	246.1	76.9															Fixation	200	2	920	288												
630	4078514133	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-187	1037
639	4078514142	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902682830			918	285	944	289	893	280	0.04307	-0.03482	-0.99847	-0.09247	-0.04129	-0.99486	4.06	3.93	Valid	Valid	234.4	99.9	584.5	299.8	101.4	584.3	259.6	79.5	245.5	77.1															Fixation	200	2	920	288												
646	4078514149	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-203	1030
656	4078514159	Eye Tracker	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2	902699497			916	282	941	287	891	277	0.04186	-0.03578	-0.99848	-0.09314	-0.04284	-0.99473	4.06	3.93	Valid	Valid	234.4	99.9	584.5	299.8	101.4	584.2	258.9	79.0	245.1	76.3															Fixation	200	2	920	288												
662	4078514165	Mouse	Literacy-Demo	28.10.2025	Participant5	Recording5	27.10.2025	27.10.2025	14:29:22.963	13:29:22.963	87079	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	0.7	2.4	3.1	0.06	0.21	0.27	2	9	11	3.4	0.9	0.6	0.33	0.09	0.06	13	3	2																																												Fixation	200	2	920	288											-213	1022
